time,ax,ay,az,atotal
0.0028290748596191406,0.4,0.22,-0.19,0.49
0.0037941932678222656,0.48,0.19,-0.51,0.72
0.004683971405029297,0.62,0.12,-0.99,1.17
0.03139305114746094,0.68,0.24,-0.93,1.17
0.03432798385620117,0.73,0.22,-0.55,0.94
0.03614306449890137,0.8,0.32,-0.44,0.96
0.05867195129394531,0.8,0.45,-0.58,1.08
0.06311225891113281,0.7,0.55,-0.72,1.14
0.06961822509765625,0.62,0.55,-0.72,1.09
0.07343626022338867,0.61,0.5,-0.67,1.03
0.10413908958435059,0.61,0.58,-0.69,1.08
0.10500097274780273,0.57,0.74,-0.78,1.21
0.10588598251342773,0.68,0.64,-0.92,1.31
0.12637996673583984,0.89,0.73,-1.18,1.64
0.12934112548828125,0.9,0.84,-1.34,1.81
0.13484525680541992,0.83,0.78,-1.38,1.78
0.14433717727661133,0.8,0.83,-1.43,1.83
0.15445709228515625,0.76,0.96,-1.33,1.8
0.16440510749816895,0.82,1.12,-1.43,1.99
0.17439007759094238,0.9,0.93,-1.56,2.02
0.1998591423034668,0.59,0.77,-1.88,2.11
0.20105910301208496,0.46,0.75,-1.94,2.13
0.20296192169189453,0.46,0.77,-1.71,1.93
0.22774410247802734,0.35,0.7,-2.09,2.23
0.23036623001098633,0.3,0.53,-2.51,2.58
0.2331831455230713,0.39,0.56,-2.9,2.97
0.24576210975646973,0.38,0.44,-3.26,3.31
0.2547430992126465,0.43,0.12,-3.73,3.75
0.26473522186279297,0.62,-0.53,-4.16,4.23
0.2749662399291992,1.06,-1.12,-4.82,5.06
0.29923510551452637,1.31,-1.79,-5.32,5.76
0.3007979393005371,1.45,-2.7,-5.29,6.11
0.30344724655151367,1.62,-3.62,-5.12,6.47
0.3260989189147949,1.99,-4.23,-4.87,6.75
0.3275871276855469,2.29,-4.29,-4.65,6.72
0.33379316329956055,2.38,-3.47,-4.79,6.37
0.3458242416381836,2.3,-2.21,-4.72,5.69
0.3550701141357422,2.07,-1.12,-5.33,5.82
0.3658781051635742,1.74,0.48,-4.73,5.06
0.3751680850982666,1.98,0.41,-2.78,3.43
0.39670515060424805,1.92,-0.09,-2.02,2.78
0.397874116897583,1.15,-0.21,-1.92,2.24
0.4041261672973633,0.15,-0.35,-1.38,1.43
0.4192500114440918,-0.68,-1.12,-1.34,1.87
0.42559814453125,-1.4,-1.87,-2.15,3.17
0.4356369972229004,-2.1,-1.89,-1.33,3.12
0.4461040496826172,-2.62,-2.07,0.13,3.34
0.4559340476989746,-2.94,-2.21,1.1,3.83
0.4662480354309082,-3.45,-2.07,1.44,4.27
0.4765000343322754,-3.82,-2.08,1.36,4.55
0.49934911727905273,-3.95,-2.46,0.78,4.71
0.5005180835723877,-3.97,-2.86,0.03,4.89
0.5046062469482422,-3.71,-3.32,-0.11,4.97
0.5207281112670898,-3.16,-3.35,0.65,4.65
0.5259630680084229,-2.63,-2.71,1.44,4.04
0.5362811088562012,-2.05,-1.83,1.84,3.3
