time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.744216,-0.1376,-0.1808,-0.8185,0.849
2.753142,0.3320,-0.2831,-0.4625,0.636
2.754225,0.9215,-0.3401,-0.3267,1.035
2.759490,1.6265,-0.1869,-0.9760,1.906
2.770216,6.4969,-0.0780,4.2812,7.781
2.771166,3.8597,-0.7603,4.3688,5.879
2.774684,-4.1086,0.1707,-10.4782,11.256
2.779461,-2.6439,0.4714,-5.1001,5.764
2.784383,-0.8276,-0.0038,2.8037,2.923
2.789414,-1.8996,0.2201,1.8270,2.645
2.794697,-2.5486,0.7193,0.5447,2.704
2.799607,-2.3006,0.9463,0.4398,2.526
2.805767,-1.8414,0.5712,0.5577,2.007
2.809669,-1.0360,0.3791,0.4987,1.211
2.814460,-0.3966,0.1235,0.1695,0.449
2.820116,0.0558,-0.3561,0.1184,0.379
2.825445,0.7487,-0.6867,0.5173,1.140
2.831734,1.2646,-0.4931,0.9933,1.682
2.834774,1.3629,0.1997,0.9322,1.663
2.839795,0.9609,0.6397,0.6646,1.332
2.844729,0.1474,0.1550,0.1950,0.289
2.850384,-0.4754,-0.1929,-0.4173,0.661
2.854903,-0.8054,-0.5164,-0.9468,1.346
2.864220,-1.2547,0.1439,-0.8058,1.498
2.865619,-1.5920,0.6697,-0.2794,1.750
2.870107,-1.5670,0.7624,0.1285,1.747
2.877828,-1.2853,0.7478,0.4720,1.560
2.880071,-0.6925,0.4133,0.6563,1.040
2.885126,0.0447,-0.1025,0.4069,0.422
2.890212,0.5613,-0.5746,0.0063,0.803
2.894971,0.6961,-0.5036,-0.1733,0.876
2.900304,0.8853,-0.2634,-0.3778,0.998
2.906084,1.0598,-0.6311,-0.3303,1.277
2.910103,2.0570,-0.9576,-0.2286,2.280
2.915483,2.4263,-0.9090,-0.2253,2.601
2.920505,1.7267,-0.8566,-0.2363,1.942
2.925129,1.5532,-0.6994,0.1579,1.711
2.930118,0.9817,-0.2868,0.8046,1.301
2.935358,1.1890,0.0270,1.1297,1.640
2.940232,0.8920,0.1775,1.6027,1.843
2.945153,-0.2961,0.2798,0.4056,0.575
2.950250,-0.2396,-0.3141,0.0099,0.395
2.955241,1.1203,-0.6917,1.3757,1.904
2.964035,1.6256,-0.7462,1.1155,2.108
2.966067,2.0084,-0.9736,0.4171,2.271
2.970529,2.2695,-1.3692,-0.1565,2.655
2.975411,2.1272,-1.5045,-0.3819,2.633
2.981033,1.6325,-1.4232,-0.5517,2.235
2.989049,0.9613,-1.0841,-1.0013,1.761
2.990681,0.1646,-0.2408,-1.0416,1.082
3.013081,-0.0652,-0.0490,-0.6591,0.664
3.013596,0.5728,-0.5676,1.3945,1.611
3.013927,0.9063,-0.9061,1.8604,2.259
3.014374,0.4339,-1.3112,0.5076,1.471
3.017069,-0.1671,-1.8474,-0.0760,1.857
3.020664,-0.6870,-3.0430,1.6929,3.549
3.025665,-2.9397,-4.6546,1.9591,5.843
3.030704,-4.5738,-3.4146,-1.1333,5.819
3.036036,-2.4768,-0.2026,-2.8306,3.767
3.040755,-0.5839,0.7093,-1.9186,2.127
3.046111,-0.7809,1.3117,-1.2404,1.967
3.050927,-1.1758,1.9904,-0.6710,2.407
3.055963,-0.8692,2.9465,-0.0323,3.072
3.062145,-0.3967,3.6217,0.3683,3.662
3.066024,-0.3156,3.6576,0.5457,3.712
3.071344,-0.0997,2.5861,0.6850,2.677
3.077093,0.3040,1.8607,0.8124,2.053
3.081400,0.3670,0.9043,0.7990,1.261
3.086959,0.0694,0.5327,0.6667,0.856
3.091589,-0.2776,0.3863,0.4369,0.646
3.100321,-0.7024,0.3404,0.1935,0.804
3.101614,-1.0279,0.0600,-0.0875,1.033
3.106393,-0.6803,-0.2633,-0.6690,0.990
3.111635,-0.0605,-0.5933,-0.9479,1.120
3.117141,0.3884,-1.2195,-0.7001,1.459
3.121942,0.8110,-1.7829,-0.1695,1.966
3.127806,1.3824,-2.3171,0.0029,2.698
3.131741,1.4451,-2.7697,0.0927,3.125
3.136879,1.9096,-1.1649,0.4343,2.279
3.142546,-0.0705,-1.2666,-0.0302,1.269
3.146806,-0.3578,-2.9150,0.9664,3.092
3.151834,1.2733,-1.0603,1.4330,2.191
3.157057,1.8410,-1.3279,2.1370,3.118
3.161872,2.0912,-2.2948,1.9518,3.667
3.167081,1.2896,-0.7310,0.4808,1.558
3.172465,0.0668,1.0499,-0.1849,1.068
3.177031,-0.8183,-0.0907,-0.1089,0.830
3.182051,-1.1864,-1.0173,-1.1385,1.934
3.187107,-0.1728,-3.0315,-1.7036,3.482
3.192542,0.4766,-3.7682,-1.3965,4.047
3.199321,0.4251,-2.5927,-1.0058,2.813
3.202826,-0.1018,-0.1746,-0.7292,0.757
3.212474,-0.2179,1.2592,0.0293,1.278
3.213101,-3.0851,7.9692,1.1560,8.623
3.217263,-1.0854,6.8053,0.3355,6.899
3.222231,8.1905,-17.0220,0.8803,18.910
3.228176,6.6512,-11.5778,2.3741,13.562
3.232683,4.7950,-0.7247,0.7388,4.905
3.237433,3.6056,1.1407,0.6338,3.834
3.242509,2.2576,2.0369,1.5490,3.413
3.247718,0.1012,4.3078,1.0482,4.435
3.252956,-2.1315,3.9302,-0.1229,4.473
3.257791,-2.9278,4.2100,-0.2570,5.134
3.263054,-2.8460,4.2686,-0.8178,5.195
3.268043,-2.5514,2.3236,-0.8790,3.561
3.275098,-2.6797,1.9468,-1.5785,3.669
3.278292,-2.8609,1.7273,-0.3010,3.355
3.285442,-2.7677,1.7081,-0.0220,3.252
3.287799,-2.2132,2.3984,0.4699,3.297
3.293050,-1.7335,1.9716,1.8653,3.220
3.297980,-1.2587,1.8381,2.5773,3.407
3.303184,-1.7651,1.7220,3.2882,4.110
3.309272,-3.2586,1.6138,3.1035,4.781
3.312866,-2.7605,1.4609,1.7873,3.598
3.317937,-1.8251,0.9522,0.3691,2.091
3.322916,-1.0771,0.9254,-1.1822,1.848
3.327874,0.0115,0.7940,-2.0624,2.210
3.332966,1.7397,-0.4421,-2.4563,3.042
3.338499,1.4178,-1.2076,-2.2520,2.922
3.342949,0.7677,-1.3643,-1.9834,2.527
3.348249,0.9880,-1.2406,-1.6673,2.301
3.352996,0.8458,-0.8177,-1.1845,1.669
3.358009,0.8776,-0.2373,-0.3917,0.990
3.363180,0.5627,0.2274,0.7033,0.929
3.368287,0.0416,-0.3279,1.2823,1.324
3.374316,-0.6054,-1.2228,1.2722,1.866
3.378709,-1.4513,-1.0121,0.2820,1.792
3.384796,-2.2053,-0.3211,-1.2306,2.546
3.388783,-2.0996,-0.0426,-2.3858,3.178
3.393312,-1.0106,-0.2639,-3.2436,3.408
3.398290,0.6081,-1.2333,-3.3093,3.584
3.403465,1.6323,-2.0290,-2.7990,3.823
3.408497,1.5904,-1.8977,-2.1029,3.249
3.413806,1.4338,-1.3958,-1.1046,2.286
3.419314,1.2702,-0.2079,0.1406,1.295
3.423887,1.0512,1.2777,1.3285,2.122
3.428857,1.0263,1.7373,1.9786,2.826
3.433710,1.3797,1.6126,2.8713,3.570
3.438881,1.2198,1.2604,3.0236,3.496
3.443616,0.3185,0.7836,2.4988,2.638
3.448692,-1.3205,0.4839,1.1633,1.825
3.454160,-2.0132,-0.1939,-0.4866,2.080
3.459335,-1.3145,-1.1341,-2.1918,2.796
3.464717,0.2799,-2.1472,-2.8116,3.549
3.469061,1.5149,-2.4076,-2.4505,3.755
3.474264,1.7237,-1.6963,-1.3830,2.786
3.479232,1.5494,-0.7491,-0.3158,1.750
3.485756,1.4887,0.1248,0.5618,1.596
3.489077,1.7278,0.9782,1.1304,2.285
3.497720,2.0894,1.4283,1.1851,2.795
3.499549,2.0257,1.5930,1.1796,2.834
3.504125,1.6980,1.3886,1.3952,2.600
3.509062,1.0475,1.9498,1.8442,2.881
3.514450,-0.0308,1.9094,1.9541,2.732
3.519504,-1.7735,1.7778,1.4691,2.909
3.524430,-3.6060,0.9644,0.3140,3.746
3.529327,-4.3551,0.7263,-1.3790,4.626
3.534597,-3.8675,0.3645,-2.6318,4.692
3.541202,-2.1753,-0.3935,-2.6082,3.419
3.544409,0.0190,-0.5996,-1.7910,1.889
3.549798,1.5947,-0.6019,-0.4465,1.762
3.554406,2.0450,-0.3651,0.9518,2.285
3.559627,2.1212,-0.0452,1.8230,2.797
3.564528,2.0920,0.2690,1.9335,2.861
3.569588,1.8239,0.5920,1.3584,2.350
3.574895,1.4602,1.1223,0.5343,1.918
3.579842,0.6991,1.8527,-0.0388,1.981
3.584776,-0.2993,2.0774,0.0500,2.099
3.589971,-0.7716,1.8522,0.4851,2.064
3.597803,-1.6804,1.6443,0.8993,2.517
3.600001,-3.2386,1.3677,0.4838,3.549
3.612540,-4.8125,1.0058,-0.6913,4.965
3.613204,-5.7399,0.3484,-2.5965,6.310
3.615242,-4.8427,-0.5993,-4.2306,6.458
3.620044,-2.3715,-2.1553,-4.4313,5.469
3.624980,0.2610,-2.3308,-2.7215,3.593
3.630019,1.5161,-1.1183,-1.3372,2.310
3.635237,2.0478,-0.6445,-0.4013,2.184
3.640088,2.4469,-0.4182,0.4931,2.531
3.645244,2.0491,-0.0660,0.5723,2.128
3.652315,1.4003,0.3905,-0.2297,1.472
3.655375,1.1961,0.6692,-0.6896,1.534
3.660938,1.4997,0.9306,-0.4945,1.833
3.666041,1.6433,1.3159,0.2335,2.118
3.670607,1.3566,1.4589,1.0077,2.233
3.675755,0.4175,1.2571,1.4765,1.984
3.680599,-1.2125,0.6944,1.3360,1.933
3.685791,-3.2460,-0.2048,0.2712,3.264
3.690345,-4.8294,-1.1910,-1.2911,5.139
3.696942,-5.0240,-1.7997,-3.0933,6.168
3.700816,-3.3988,-1.8566,-4.7405,6.121
3.707940,-1.0677,-1.6451,-4.9854,5.357
3.710555,0.7671,-1.5104,-3.6625,4.035
3.716168,1.6988,-1.2613,-1.4264,2.552
3.724713,2.2507,-0.6587,0.9355,2.525
3.727064,1.9594,-0.0166,2.3575,3.066
3.750302,1.4956,0.5120,1.9969,2.547
3.751457,1.9522,0.8820,2.2211,3.086
3.752040,2.2350,1.0622,2.1666,3.289
3.752434,2.3233,1.1008,1.7361,3.102
3.752862,2.0451,1.1870,1.9687,3.077
3.756260,1.1919,1.2369,2.0358,2.664
3.762062,0.1321,1.3084,1.8487,2.269
3.766608,-1.0012,0.9947,2.2244,2.634
3.771168,-2.2975,0.5980,2.3385,3.332
3.776085,-3.5028,-0.3002,1.0007,3.655
3.781333,-4.3086,-0.8860,-0.9903,4.509
3.786603,-3.7838,-0.9369,-2.8119,4.806
3.791049,-1.3540,-1.0827,-3.9031,4.271
3.796362,1.3162,-1.5010,-3.9272,4.406
3.801348,2.6334,-1.5676,-2.6849,4.074
3.806889,3.2680,-1.5391,-0.8110,3.702
3.811160,3.1563,-1.6477,0.8388,3.658
3.819864,2.8008,-1.0987,1.8582,3.536
3.821178,2.2830,-0.1489,2.2314,3.196
3.826318,1.8011,0.3855,2.1583,2.837
3.833860,1.7522,0.8544,1.7593,2.626
3.836535,1.7575,0.8631,2.0350,2.824
3.841400,1.8957,0.6658,2.4253,3.149
3.846646,1.9301,0.6121,2.5787,3.279
3.851540,1.4374,0.5415,2.4115,2.859
3.856625,-0.0492,0.5546,2.1767,2.247
3.861516,-2.0015,0.4268,2.2329,3.029
3.866611,-3.6328,0.3284,1.4732,3.934
3.874530,-4.3674,0.3073,0.3270,4.390
3.877254,-4.2696,0.1698,-0.4932,4.301
3.882014,-2.6731,0.0165,-1.5382,3.084
3.886778,-1.0185,-0.3013,-1.8112,2.100
3.892062,-0.2255,-0.2645,-0.8523,0.920
3.896978,-0.0320,-0.3711,0.2372,0.442
3.901827,-0.5521,-0.2693,0.5897,0.852
3.908908,-0.6066,0.1438,0.2304,0.665
3.912402,0.3814,0.3389,0.2692,0.577
3.917733,0.5596,0.3447,0.6264,0.908
3.922305,0.2830,0.4990,0.5965,0.828
3.927841,-0.4034,0.9572,0.8449,1.339
3.932740,-0.3254,0.6161,1.0574,1.266
3.937191,0.4215,0.3858,0.6931,0.898
3.948701,0.9654,0.1675,0.1135,0.986
3.949158,0.2400,0.1286,-0.1506,0.311
3.952226,-0.1895,0.3168,-0.3409,0.502
3.957771,-0.5756,0.2823,-0.4358,0.775
3.962241,-0.0624,0.3796,-0.7013,0.800
3.967297,0.6900,-0.0019,-0.8887,1.125
3.972389,1.0193,-0.4288,-0.7928,1.361
3.977495,0.4934,-0.4990,-0.6216,0.938
3.983226,-0.4564,-0.3230,-0.6689,0.872
3.987723,-1.3043,-0.1257,-0.9314,1.608
3.992752,-1.6928,0.0045,-0.9449,1.939
3.997688,-1.6636,0.0272,-1.1120,2.001
4.002465,-1.4467,-0.0623,-1.3852,2.004
4.008903,-0.4681,-0.4053,-0.8150,1.024
4.012809,1.0801,-0.5921,-1.5914,2.012
4.017915,-0.6828,-0.8507,0.1265,1.098
4.022866,-1.2614,0.0736,0.3501,1.311
4.030123,-0.0996,0.0569,0.4522,0.467
4.033181,-0.0024,-0.2012,0.5423,0.578
4.041944,-0.4881,-0.3749,0.6469,0.893
4.042741,-1.0966,-0.5356,1.0626,1.618
4.048060,-1.3478,-0.4558,0.9276,1.698
4.052937,-1.2971,-0.2219,1.0970,1.713
4.057968,-0.6974,0.0150,0.9986,1.218
4.062895,-0.1617,0.1563,0.4923,0.541
4.068010,0.9916,0.0677,0.2955,1.037
4.072997,2.0612,-0.4881,0.6377,2.212
4.078083,1.7884,-1.6831,0.8757,2.607
4.083957,1.3868,-2.7699,0.2854,3.111
4.089267,1.7413,-2.4971,-0.4173,3.073
4.093175,2.3195,-2.5341,-0.2758,3.446
4.098403,2.5851,-2.5862,0.3259,3.671
4.103462,2.1703,-2.2108,0.8496,3.212
4.108798,1.0105,-0.0612,1.0602,1.466
4.113309,-0.4603,1.4156,1.5415,2.143
4.118830,-1.1401,1.9583,1.6755,2.818
4.123822,-0.9305,2.2500,1.3287,2.774
4.129458,-1.1485,1.2264,0.8174,1.868
4.133817,-0.7742,0.1332,0.9328,1.220
4.141362,-0.2441,0.5850,0.2415,0.678
4.144512,-0.8733,0.9908,1.6294,2.097
4.149122,-0.6323,0.7459,0.9859,1.389
4.153859,-0.3184,0.0327,0.2331,0.396
4.159893,-0.5622,-0.2300,0.4746,0.771
4.181288,-0.5454,0.2064,0.3306,0.670
4.181844,-0.2989,1.0537,-0.4599,1.188
4.182102,-0.6135,-0.3129,-1.1208,1.315
4.182470,-0.4222,-1.1725,-1.5058,1.955
4.184575,-0.3009,-0.8322,-2.6533,2.797
4.188720,-0.5997,-0.7219,-2.2325,2.422
4.194413,-0.7672,0.1993,-2.3043,2.437
4.198991,-0.7878,0.6454,-2.6152,2.807
4.203865,-0.5625,0.2083,-2.0921,2.176
4.208936,0.1359,-0.6469,-2.0865,2.189
4.213947,0.8049,-0.4916,-1.4477,1.728
4.219240,1.1394,0.5220,-0.4955,1.348
4.224034,1.3082,0.7682,0.0771,1.519
4.231029,1.5674,0.4010,0.3354,1.652
4.234468,1.6178,0.4954,0.6024,1.796
4.239510,1.5722,0.6632,0.7992,1.884
4.244211,1.0102,0.6028,0.6941,1.366
4.253401,0.5824,0.2285,0.2924,0.691
4.254266,0.1236,-0.2104,-0.4413,0.504
4.259460,-0.0798,-0.3215,-0.7394,0.810
4.266400,-0.3803,-0.5117,-1.3203,1.466
4.269462,-0.5748,-0.4482,-1.6620,1.815
4.274404,-0.5156,-0.1767,-1.5732,1.665
4.279530,-0.3876,0.2380,-1.2456,1.326
4.284630,-0.3201,0.4896,-0.7230,0.930
4.289515,-0.4950,0.6834,-0.4318,0.948
4.294555,-0.2016,0.8030,-0.0558,0.830
4.299685,0.3444,0.6544,0.1058,0.747
4.305395,0.8587,0.1734,0.3528,0.944
4.309702,1.1504,-0.2977,0.4697,1.278
4.314837,1.0073,-1.0892,0.2392,1.503
4.319809,1.2533,-1.6432,-0.0106,2.067
4.324709,1.3483,-1.8838,-1.1019,2.565
4.329801,0.8452,-2.2826,-1.5795,2.902
4.334910,0.4885,-2.0523,-1.8484,2.805
4.340013,0.6196,-1.6769,-1.6820,2.455
4.344881,0.7618,-1.0752,-1.2559,1.820
4.352239,0.4363,-0.0944,-0.6518,0.790
4.354925,-0.0250,0.6864,0.1109,0.696
4.360099,-0.0080,1.0954,0.8116,1.363
4.365066,0.3073,1.2433,1.1303,1.708
4.370568,0.3058,1.6015,1.3950,2.146
4.375197,-0.1652,1.6579,1.0006,1.943
4.380466,-0.6460,1.3483,0.3239,1.530
4.385223,-1.0362,0.6996,-0.3878,1.309
4.390609,-1.2233,-0.0582,-0.8592,1.496
4.395249,-0.8459,-0.1903,-1.1195,1.416
4.400454,-0.3882,0.0103,-1.2792,1.337
4.408015,-0.0056,-0.1553,-1.0275,1.039
4.410383,0.1876,-0.3735,-0.6882,0.805
4.415525,0.3048,-0.5820,-0.3738,0.756
4.420512,0.8771,-0.8958,-0.1055,1.258
4.425715,1.2226,-1.1640,-0.1606,1.696
4.430515,1.2125,-1.1689,0.0238,1.684
4.435462,0.7372,-1.1215,-0.1985,1.357
4.440700,0.3542,-0.9666,-0.0755,1.032
4.445528,0.0802,-0.5751,-0.2869,0.648
4.452346,-0.3295,-0.0836,-0.1910,0.390
4.455578,-0.6623,0.4003,-0.0657,0.777
4.461146,-0.4884,0.7883,0.4330,1.023
4.465650,-0.4497,1.0612,0.5633,1.283
4.471026,-0.4789,1.0566,0.9475,1.498
4.475722,-0.4805,0.8897,1.2889,1.638
4.481250,-0.4687,0.6826,1.0636,1.348
4.489235,-0.2161,0.1436,0.5762,0.632
4.490863,0.1773,-0.1075,-0.0630,0.217
4.495797,0.4506,-0.1215,-0.5026,0.686
4.500838,0.3602,-0.3269,-0.7746,0.915
4.505920,0.2391,-0.4604,-0.8863,1.027
4.511033,-0.0824,-0.3259,-0.8524,0.916
4.516459,-0.2865,-0.1558,-0.2693,0.423
4.521086,-0.3401,0.1482,0.0951,0.383
4.526529,-0.1956,0.2963,0.3871,0.525
4.531870,0.0298,0.1884,0.2575,0.320
4.536417,0.2139,0.0663,-0.0182,0.225
4.541300,0.3717,0.0710,0.0580,0.383
4.546624,0.5106,0.1260,0.4359,0.683
4.553564,0.1738,0.3124,0.5311,0.640
4.556458,-0.3227,0.5535,0.1593,0.660
4.561493,-0.7835,0.9284,-0.0185,1.215
4.566379,-1.1374,1.0686,0.0711,1.562
4.574553,-1.6982,1.1945,-0.2473,2.091
4.576759,-1.5572,1.0263,-0.3055,1.890
4.581915,-0.8201,0.6863,-0.6469,1.250
4.586527,-0.1592,0.4665,-0.6014,0.778
4.591474,0.1895,0.4121,-0.2628,0.524
4.597012,0.4542,0.4102,-0.1290,0.625
4.601629,0.4798,0.6282,-0.0032,0.790
4.606681,0.0707,0.7668,-0.2942,0.824
4.611832,-0.1535,0.9003,-0.0137,0.913
4.616810,-0.7844,0.6174,0.1272,1.006
4.621930,-0.2142,0.4284,-0.0982,0.489
4.630093,-0.0321,0.8807,-0.4287,0.980
4.632400,-0.2092,0.6220,-0.6799,0.945
4.636945,-0.0376,0.2153,-0.5009,0.546
4.641859,0.4514,0.4695,-0.4190,0.774
4.647155,0.6317,0.9721,-0.4241,1.234
4.652065,0.6494,0.6939,-0.5307,1.089
4.656988,1.0480,0.0666,-0.1668,1.063
4.662087,1.2909,-0.6964,0.1555,1.475
4.667579,1.6451,-1.0353,0.1112,1.947
4.674471,1.5423,-1.2020,0.0790,1.957
4.677679,0.8199,-1.4527,0.4129,1.718
4.682202,0.3438,-0.9496,0.3236,1.061
4.687361,-0.1739,-0.4018,-0.0496,0.441
4.692471,-0.9470,-0.2710,-0.2336,1.012
4.697427,-0.2229,-0.8266,-0.3989,0.945
4.702229,0.6479,-0.9268,-0.0526,1.132
4.707408,0.4585,-0.5030,-0.4192,0.799
4.712539,0.4732,-0.3693,-0.6229,0.865
4.717611,0.9022,-0.3914,-0.4826,1.095
4.722426,1.0542,-0.3108,-0.0940,1.103
4.730111,0.8411,-0.1659,0.1720,0.874
4.732651,0.5935,-0.0811,0.3807,0.710
4.738587,0.2799,0.0371,0.4725,0.550
4.742812,0.1607,0.2150,0.3111,0.411
4.748012,0.0728,0.2348,0.2098,0.323
4.752708,0.4752,0.1494,0.3145,0.589
4.757899,0.8391,0.1216,0.4289,0.950
4.762794,0.8234,0.2061,0.5897,1.033
4.767694,0.4284,0.2306,0.8297,0.962
4.774479,-0.0565,0.1474,0.9651,0.978
4.778008,-0.3519,0.0931,0.7401,0.825
4.789483,-0.5231,0.0870,0.4086,0.669
4.789932,-0.5080,0.0117,0.2980,0.589
4.793055,-0.2038,-0.0036,0.2859,0.351
4.798052,0.0496,-0.0499,0.2287,0.239
4.803164,-0.0800,-0.1631,0.0499,0.188
4.808079,-0.2406,-0.1325,0.0248,0.276
4.813289,-0.0783,-0.0970,-0.1434,0.190
4.818333,-0.0742,-0.0832,0.0443,0.120
4.823408,-0.1637,0.0217,0.2533,0.302
4.829900,-0.1599,0.0260,0.0626,0.174
4.833631,-0.4144,0.0208,-0.2262,0.473
4.839970,-0.7214,-0.0035,-0.4407,0.845
4.843296,-0.7509,-0.0779,-0.5979,0.963
4.848700,-0.6734,-0.0493,-0.6142,0.913
4.854182,-0.5725,-0.0827,-0.5688,0.811
4.859313,-0.5631,-0.1782,-0.4329,0.732
4.863519,-0.6095,-0.1251,-0.4072,0.744
4.868642,-0.6014,-0.0169,-0.3312,0.687
4.874030,-0.5366,0.0315,-0.1528,0.559
4.878834,-0.4941,0.0297,0.1304,0.512
4.885823,-0.4739,0.0688,0.2772,0.553
4.888941,-0.5188,0.0123,0.2782,0.589
4.902917,-0.5645,0.0205,0.4136,0.700
4.904147,-0.5989,0.0314,0.4058,0.724
4.904521,-0.5837,-0.0295,0.4032,0.710
4.908682,-0.6601,-0.0207,0.4392,0.793
4.913980,-0.7228,-0.0381,0.3964,0.825
4.919274,-0.6929,-0.0219,0.3183,0.763
4.923858,-0.5966,-0.0175,0.1978,0.629
4.928958,-0.4648,-0.0681,-0.0133,0.470
4.934258,-0.3003,-0.0659,-0.1499,0.342
4.940811,-0.2105,-0.0325,-0.1859,0.283
4.944447,-0.1664,-0.0087,-0.1263,0.209
4.949350,-0.0892,0.0654,-0.0522,0.122
4.954997,-0.0531,0.0892,0.0770,0.129
4.959595,-0.0294,0.1203,0.1750,0.214
4.964198,0.0634,0.1585,0.1893,0.255
4.969169,0.1296,0.1489,0.2540,0.322
4.974613,0.0928,0.1393,0.3546,0.392
4.979886,0.0848,0.1106,0.2903,0.322
4.986686,-0.0260,0.0365,0.1688,0.175
4.989468,-0.1321,-0.0853,0.2128,0.265
4.996721,-0.2716,-0.1400,0.3815,0.489
4.999773,-0.4066,-0.1778,0.5721,0.724
5.004717,-0.5561,-0.2274,0.5744,0.831
5.009480,-0.6485,-0.2267,0.5060,0.853
5.014627,-0.5499,-0.1828,0.4193,0.715
5.019686,-0.2988,-0.0719,0.2281,0.383
5.024770,0.0141,-0.0401,0.0425,0.060
5.029594,0.2834,-0.0466,-0.0087,0.287
5.034507,0.4853,-0.0148,0.2294,0.537
5.039702,0.5511,-0.0094,0.3955,0.678
5.044671,0.3995,0.0437,0.3917,0.561
5.049857,0.1934,0.0800,0.2398,0.318
5.054737,0.1242,0.0803,0.1433,0.206
5.059883,0.1794,0.0448,0.0708,0.198
5.064835,0.0744,-0.0027,0.0199,0.077
5.070110,-0.0784,0.0025,0.0552,0.096
5.074894,-0.2143,-0.0114,0.1482,0.261
5.080345,-0.3049,-0.0277,0.2628,0.403
5.084946,-0.3429,-0.0797,0.3562,0.501
5.089982,-0.3573,-0.1269,0.4189,0.565
5.096555,-0.3645,0.0173,0.6110,0.712
5.100000,-0.2688,-0.2501,0.6093,0.711
5.110216,0.0153,-0.3019,0.4194,0.517
5.110718,-0.1292,-0.0736,0.0967,0.177
5.115118,-0.1847,-0.1208,-0.3040,0.376
5.120527,-0.0347,-0.1512,-0.5796,0.600
5.125296,0.1175,-0.1505,-0.5655,0.597
5.130312,0.0400,-0.2095,-0.3555,0.415
5.135443,-0.2337,-0.1082,0.0529,0.263
5.140784,-0.4785,-0.0644,0.4082,0.632
5.145993,-0.4745,0.0560,0.4933,0.687
5.152592,-0.1576,0.0996,0.4257,0.465
5.155465,0.2163,0.0931,0.3419,0.415
5.161302,0.4296,0.1056,0.2515,0.509
5.165643,0.1813,0.1036,0.1426,0.253
5.170788,-0.2388,0.1017,0.1229,0.287
5.175611,-0.3690,0.0705,0.2214,0.436
5.181034,-0.2560,0.0658,0.3527,0.441
5.185979,-0.0991,0.0089,0.4428,0.454
5.191080,-0.0980,-0.0142,0.4944,0.504
5.196975,-0.1635,0.0222,0.4629,0.491
5.200780,-0.3260,0.0038,0.3275,0.462
5.209056,-0.4825,-0.0288,0.1748,0.514
5.211124,-0.6167,-0.0848,0.0950,0.630
5.216533,-0.5246,-0.1617,0.0228,0.549
5.220886,-0.2365,-0.1570,-0.2222,0.360
5.226104,0.2371,-0.1120,-0.4866,0.553
5.231194,0.6478,-0.2148,-0.5542,0.879
5.236327,0.7234,-0.2622,-0.3699,0.854
5.241352,0.6020,-0.1454,-0.0283,0.620
5.246763,0.4158,-0.0131,0.2508,0.486
5.252152,0.2695,0.0777,0.4327,0.516
5.256245,0.1294,0.0869,0.5873,0.608
5.261551,-0.0808,0.1151,0.6600,0.675
5.266189,-0.0993,0.1691,0.5801,0.612
5.272585,0.0032,0.2109,0.2944,0.362
5.276372,-0.0829,0.2642,0.0632,0.284
5.281374,-0.4512,0.3147,0.1758,0.578
5.286337,-0.6412,0.3650,0.4205,0.849
5.291549,-0.5024,0.3389,0.4427,0.750
5.296449,-0.2607,0.2323,0.1494,0.380
5.301422,-0.2541,0.1385,-0.2912,0.411
5.308218,-0.3407,0.0836,-0.6081,0.702
5.311854,-0.4677,0.1268,-0.6787,0.834
5.321135,-0.4589,0.0675,-0.6807,0.824
5.321835,-0.4365,0.0113,-0.9257,1.023
5.326903,-0.2794,0.0150,-1.2785,1.309
5.331622,0.1160,0.0307,-1.5037,1.509
5.336849,0.3415,-0.0155,-1.3632,1.405
5.341739,0.0666,0.0005,-0.9403,0.943
5.346869,-0.2845,0.0448,-0.5792,0.647
5.351781,-0.3242,0.0295,-0.3691,0.492
5.356860,-0.0623,-0.0853,-0.4843,0.496
5.364396,0.2425,-0.1517,-0.7200,0.775
5.367388,0.3715,-0.0584,-0.6049,0.712
5.374354,0.0980,0.0176,-0.3584,0.372
5.377992,-0.3348,0.1713,-0.1379,0.401
5.381983,-0.9427,0.3381,-0.0290,1.002
5.387150,-1.5515,0.4587,0.0216,1.618
5.392871,-1.6061,0.4954,0.0290,1.681
5.397150,-1.4126,0.4658,-0.1187,1.492
5.402887,-1.2273,0.4201,-0.0971,1.301
5.407839,-0.6600,0.4677,0.1113,0.817
5.412629,-0.0458,0.3346,0.2420,0.415
5.418113,0.1734,0.3309,0.0268,0.375
5.422601,0.1531,-0.0337,-0.0921,0.182
5.427667,0.2307,-0.1506,-0.7309,0.781
5.432438,0.3269,-0.2285,-0.9449,1.026
5.437718,0.8123,-0.3200,-0.6040,1.062
5.445411,1.3397,-0.4631,-0.5395,1.517
5.447432,1.3629,-0.5292,-0.4831,1.540
5.452493,0.9336,-0.4786,-0.2020,1.068
5.457615,0.4829,-0.3763,-0.0113,0.612
5.462624,0.4572,-0.3202,0.0311,0.559
5.467732,0.6249,-0.2979,0.2204,0.727
5.472610,0.7209,-0.2451,0.2633,0.806
5.478145,0.7412,-0.2571,0.3730,0.869
5.482831,0.8098,-0.2027,0.5563,1.003
5.488376,0.6795,-0.1452,0.9665,1.190
5.492948,0.7055,-0.1670,1.1329,1.345
5.498207,0.6580,-0.1123,0.7949,1.038
